ID;Datum;BEOCODE;QUELLNR;O2 Milligram;O2 Prozent;Leitfaehigkeit;pH;TEMP_WASSER;Schuettung;SCHUETTUNG_METHODE;FOTO;BEMERKUNG;TEMP_LUFT;SCHUETTUNG_GESAMT;WETTER_VORTAG;WETTER_MESSTAG;Month
3142;23.04.2018;334;576;9,72;89,2;229;7,87;7,9;1;1;1;;NA;20;2;2;NA
3143;23.04.2018;334;350;10,13;92,2;267;7,86;5,8;0,4;1;1;;NA;NA;2;2;NA
3166;14.05.2018;334;578;10,18;94,1;235;7,63;6,73;8;1;1;;19,15;NA;2;2;NA
3158;14.05.2018;334;459;10,19;93,9;150;6,99;4,19;3;1;1;;12,66;NA;2;2;NA
3162;14.05.2018;334;576;10,45;96,1;231;7,82;7,09;2;1;1;;18,27;30;2;2;NA
3159;14.05.2018;334;503;12,08;104,7;137,8;7,2;4,59;1,5;1;1;Messpunkt ca.5m oberhalb der BrŸcke!;14,11;20;2;2;NA
3161;14.05.2018;334;592;10,64;92,7;166,2;7,67;4,9;1,5;1;1;;17,02;6;2;2;NA
3165;14.05.2018;334;978;11,03;95,6;137,3;7,71;4,99;1;1;1;;11,85;NA;2;2;NA
3160;14.05.2018;334;0;10,59;92,4;146,3;7,47;4,97;0,5;1;1;Messpunkt ca.5m oberhalb der BrŸcke!;18,22;15;2;2;NA
3164;14.05.2018;334;350;9,87;92,2;271;7,62;5,36;0,5;1;1;;15,03;NA;2;2;NA
3184;28.05.2018;111;978;10,86;95;145,9;8,01;4,81;800;1;2;;11,5;NA;2;1;NA
3181;28.05.2018;111;592;10,69;92,9;166,8;8,13;5,33;10;1;2;Thermobutton kontrolliert;17;20;2;1;NA
3180;28.05.2018;111;0;10,73;92,8;150,8;8,06;4,98;3;1;2;;18,64;50;2;1;NA
3183;28.05.2018;111;350;10,02;91,9;270;7,71;5,16;1;1;2;Thermobutton kontrolliert;21,51;NA;2;1;NA
3185;29.05.2018;111;578;10,31;95;237;7,99;6,62;40;1;2;;18,5;NA;1;2;NA
3182;29.05.2018;111;576;10,53;96,8;236;8,08;6,66;20;1;2;;16,62;150;1;2;NA
3178;29.05.2018;111;459;10,77;95,2;151,4;8,07;3,84;10;1;2;Thermobutton kontrolliert. Wassertemperatur sehr kalt!??;16,5;NA;1;2;NA
3179;29.05.2018;111;503;11,41;99,2;139,6;7,64;4,2;1,5;1;2;Thermobutton kontrolliert;18,42;NA;1;2;NA
3206;04.06.2018;334;578;10,2;95;237;7,63;7,05;7;1;1;;24,2;NA;2;1;NA
3203;04.06.2018;334;576;10,47;97;234;7,57;7,2;2;1;1;;22,22;20;2;1;NA
3198;04.06.2018;334;459;10,59;94,9;149,4;8,04;3,93;2;1;1;;24,7;NA;2;1;NA
3199;04.06.2018;334;503;11,3;98,6;135;7,83;3,63;1;1;1;Messpunkt ca. 3m oberhalb der BrŸcke !;21,55;20;2;1;NA
3202;04.06.2018;334;592;10,83;93,5;171,1;7,58;5,26;0,5;1;1;;13,98;5;2;1;NA
3204;04.06.2018;334;350;10,22;93,9;272;7,61;5,36;0,3;1;1;;15,16;NA;2;1;NA
3205;05.06.2018;334;978;11,04;95,2;154,1;7,72;4,09;0,5;1;1;;11,65;NA;1;2;NA
3201;05.06.2018;334;0;10,94;94,3;152,5;7,53;4,23;0,5;1;1;Messpunkt ca. 5m oberhalb des Hygrobuttonplatzes !;14,84;15;1;2;NA
3218;15.06.2018;111;0;10,87;93,5;165,4;8,16;4,49;20;1;2;Neue PH-Sonde;11,44;400;3;3;NA
3219;15.06.2018;111;592;10,68;92,9;197,1;8,19;4,59;10;1;2;Thermobutton kontrolliert;11,4;30;3;3;NA
3220;18.06.2018;111;350;10,09;91,9;270;7,85;5,07;1,5;1;2;Thermobutton kontrolliert, Steine weg;11,96;NA;2;4;NA
3251;25.06.2018;111;978;11,09;95,2;167,9;8,19;4,9;1000;1;2;Vergleichsmessung Pr?ll bzw. Kurt;6,63;NA;4;4;NA
3252;25.06.2018;111;578;10,13;91,9;235;8,12;6,82;40;1;2;Ohne Pumpe und Gef?§, Vergleichsmessung Pr?ll bzw. Kurt;10,07;NA;4;4;NA
3247;25.06.2018;111;459;10,63;93,9;172;8,22;3,83;20;1;2;Vergleichsmessung Pr?ll bzw. Kurt;9,4;NA;4;4;NA
3245;25.06.2018;334;578;10,52;94,2;235;7,65;6,09;8;1;1;;10,89;NA;3;4;NA
3250;25.06.2018;111;576;8,32;9,79;88,8232;8,12;7,34;8;1;2;ohne Pumpe und Gef?§, Vergleichsmessung Pr?ll bzw. Kurt;9,9;150;4;4;NA
3249;25.06.2018;111;0;11,09;95,2;165,7;8,12;4,96;4;1;2;Vergleichsmessung Pr?ll bzw. Kurt;6,09;100;4;4;NA
3238;25.06.2018;334;459;10,79;95,1;167,2;7,41;3,67;3;1;1;;8,92;NA;3;4;NA
3244;25.06.2018;334;978;11,35;97,4;166,4;7,36;4,3;2;1;1;;6,46;NA;3;4;NA
3242;25.06.2018;334;576;10,03;90,4;232;7,75;6,25;2;1;1;;10,87;30;3;4;NA
3241;25.06.2018;334;592;11,09;95;185,3;7,85;4,42;1;1;1;;11,75;4;3;4;NA
3248;25.06.2018;111;503;12,16;104,6;146,5;8,23;4,36;0,8;1;2;Vergleichsmessung Pr?ll bzw. Kurt;10,64;150;4;4;NA
3239;25.06.2018;334;503;12,32;105,3;144,9;7,6;3,81;0,5;1;1;Messpunkt ca.5m oberhalb der BrŸcke !;8,9;25;3;4;NA
3243;25.06.2018;334;350;10,57;95,3;271;7,63;4,61;0,2;1;1;;7,46;NA;3;4;NA
3240;25.06.2018;334;0;11;94,2;164;7,21;4,51;0,2;1;1;Messpunkt ca. 5m oberhalb vom Hygrobutton !;10,25;15;3;4;NA
3265;09.07.2018;111;578;10,38;94,3;236;8,13;6,95;35;1;2;;14,12;NA;3;3;NA
3264;09.07.2018;111;459;11,12;96,1;173,5;8,2;5,13;30;1;2;Steinfliegen;12,35;NA;3;3;NA
3258;09.07.2018;111;459;10,82;95,7;178,6;8,17;4,32;15;1;2;Thermobutton kontrolliert;14,52;NA;3;3;NA
3262;09.07.2018;111;576;9,93;90,6;232;8,14;7,19;15;1;2;;10,65;150;3;3;NA
3261;09.07.2018;111;592;10,95;94,7;193,1;8,21;5,29;6;1;2;Thermobutton kontrolliert;12,42;20;3;3;NA
3260;09.07.2018;111;0;10,95;94,5;175,5;8,14;5,26;5;1;2;;16,26;100;3;3;NA
3263;09.07.2018;111;350;10,29;93,6;270;7,84;5;1,5;1;2;Thermobutton gewechselt;13,41;NA;3;3;NA
3259;12.07.2018;111;503;11,18;97;155;8,25;4,58;1;1;2;Thermobutton kontrolliert;16,25;150;3;3;NA
3278;16.07.2018;334;459;10,74;95,8;172,3;7,36;3,48;2;1;1;;14,42;NA;4;3;NA
3279;16.07.2018;334;503;11,14;95,9;157,6;7,79;3,68;1,5;1;1;;14,57;18;4;3;NA
3280;16.07.2018;334;0;11;95,1;175,9;7,57;4,29;1,5;1;1;;13,3;15;4;3;NA
3281;16.07.2018;334;592;11,05;95,9;195,6;7,73;4,29;1;1;1;;14,69;4;4;3;NA
3284;16.07.2018;334;978;11,22;97,4;176,8;7,4;4,53;0,5;1;1;;11,04;NA;4;3;NA
3283;16.07.2018;334;350;10,57;96,6;271;7,52;4,44;0,3;1;1;;14,32;NA;4;3;NA
3285;17.07.2018;334;578;10,5;95,4;232;7,84;5,81;8;1;1;;12,6;NA;5;4;NA
3282;17.07.2018;334;576;9,95;91,4;232;7,83;5,95;1,5;1;1;;14,96;25;5;4;NA
3303;27.07.2018;111;578;10,11;92,6;234;8,14;6,69;40;1;2;;16,62;NA;1;1;NA
3300;27.07.2018;111;576;9,85;90,5;230;8,15;6,7;20;1;2;;11,71;150;1;1;NA
3299;27.07.2018;111;592;10,75;93;192,9;8,2;5,14;5;1;2;Thermobutton kontrolliert;14,15;10;1;1;NA
3302;27.07.2018;111;978;10,54;92,9;188,9;8,11;5,16;3;1;2;wenn wenig Wasser, vielleicht Unterscheidung Messpunkt und Gesamt;17,33;15;1;1;NA
3298;27.07.2018;111;0;10,63;92,4;168,4;8,12;5,01;3;1;2;Austritt wo frŸher Thermobutton war;18,93;80;1;1;NA
3301;27.07.2018;111;350;9,98;91,8;270;7,82;4,96;1,5;1;2;Thermobutton kontrolliert;16,86;NA;1;1;NA
3319;06.08.2018;328;503;10,71;92,9;159,6;7,45;3,58;2;1;1;;20,03;7;2;2;NA
3318;06.08.2018;328;459;10,73;95;167,8;7,84;3,23;0,5;1;1;;19,5;NA;2;2;NA
3320;06.08.2018;328;0;11,1;94,6;166,3;7,87;4,12;0,5;1;1;;16,9;5;2;2;NA
3321;06.08.2018;328;592;10,91;95,6;204,9;7,67;3,98;0,3;1;1;;23,33;1,5;2;2;NA
3324;06.08.2018;328;978;10,32;91,3;210,9;7,73;4,85;0,2;1;1;20m unterhalb;15,3;NA;2;2;NA
3325;07.08.2018;328;578;10,4;95,9;233;7,59;5,55;6;1;1;;25,65;NA;2;2;NA
3322;07.08.2018;328;576;10,08;93,7;230;7,55;5,47;2;1;1;;24,7;15;2;2;NA
3323;07.08.2018;328;350;10,47;95,9;273;7,73;4,45;0,1;1;1;;17,58;NA;2;2;NA
3361;21.08.2018;111;459;10,06;88,8;196,9;8,04;5,49;NA;1;1;Algen;18,7;0,6;1;1;NA
3362;21.08.2018;111;578;10,245;92,5;232;8,15;6,92;20;1;2;;20,9;NA;1;1;NA
3338;21.08.2018;111;459;10,39;92,7;170,8;8,32;4,17;15;1;2;Thermobutton ok;21,74;NA;1;1;NA
3359;21.08.2018;111;576;10;91,3;229;8,15;6,92;12;1;2;;21,7;100;1;1;NA
3358;21.08.2018;111;592;10,74;93;195,6;8,21;5,26;8;1;2;Thermobutton kontrolliert und etwas versetzt;1768;15;1;1;NA
3340;21.08.2018;111;0;10,68;92,5;177,1;8,13;5,1;2;1;2;bei ehemaligem Thermobutton;18,6;30;1;1;NA
3339;21.08.2018;111;503;9,33;87,4;168,1;8,24;4,61;1,5;1;2;20 m unterhalb der BrŸcke, Thermobutton ok;21,74;25;1;1;NA
3360;21.08.2018;111;350;9,78;90,7;269;7,85;5,24;0,5;1;2;Thermobutton ok;18,4;NA;1;1;NA
3388;10.09.2018;111;459;10,7;94,9;179,7;8,22;4,23;15;1;2;Thermobuttonwechsel;20,15;NA;1;1;NA
3389;10.09.2018;111;503;10,67;92,8;174,4;8,08;4,64;1,5;1;2;;14,93;40;1;1;NA
3394;11.09.2018;111;978;10,98;94,6;191,4;8,09;5,35;NA;1;2;;11,31;4;1;1;NA
3390;11.09.2018;111;578;10,55;94,9;231;8,12;6,88;40;1;2;;11,12;NA;1;1;NA
3391;11.09.2018;111;576;10,39;93,4;227;8,09;6,9;15;1;2;;9,87;100;1;1;NA
3392;11.09.2018;111;592;11,08;94,8;199,1;8,05;5,18;5;1;2;;10,08;10;1;1;NA
3393;11.09.2018;111;0;10,92;93;181,7;7,97;5,24;1;1;2;Austritt beim ehemaligen Thermobutton;10,37;30;1;1;NA
4375;12.09.2018;111;863;10,84;94,3;172,3;8,02;6,13;NA;1;1;Thermobutton Kontrolle;15,36;NA;NA;NA;NA
4374;12.09.2018;111;862;6,71;63;231;7,74;9,27;NA;1;1;;21,9;NA;NA;NA;NA
3387;17.09.2018;111;350;10,48;95,9;259;7,82;5,12;0,4;1;1;Thermobuttonwechsel, Kies ausger?umt;18,19;NA;1;1;NA
4373;17.09.2018;111;350;10,48;95,9;259;7,82;5,12;0,4;1;1;;18,19;NA;NA;NA;NA
4371;17.09.2018;111;536;9,5;95;310;7,89;10,63;0,3;1;1;Thermobuttonwechsel;15,11;NA;NA;NA;NA
4372;17.09.2018;328;615;10,28;95,8;336;7,6;7,38;0,2;1;1;Thermobuttonwechsel;14,28;NA;NA;NA;NA
4369;17.09.2018;111;441;9,76;91,4;332;7,67;5,98;0,2;1;1;;11,02;NA;NA;NA;NA
4370;17.09.2018;111;519;9,64;95,5;288;7,97;10,34;0,1;1;1;;13,33;NA;NA;NA;NA
4376;20.09.2018;111;828;9,22;97,9;316;8,16;11,64;NA;1;1;Thermobuttonwechsel;10,97;0,1;NA;NA;NA
4378;20.09.2018;111;312;8,61;89,5;332;7,79;10,6;NA;1;1;Thermobuttonwechsel;13,84;0,01;NA;NA;NA
4377;20.09.2018;111;300;8,5;86,5;351;7,76;9,42;NA;1;1;Thermobuttonwechsel;12,68;0,01;NA;NA;NA
3400;24.09.2018;334;0;11,6;98,9;166,9;7,38;5,54;5;1;1;Messp. ca.20m oberh. der BrŸcke!;5,87;40;5;4;NA
3398;24.09.2018;334;459;11,6;106;169,7;7,75;4,55;2;1;1;;4,7;NA;5;4;NA
3399;24.09.2018;334;503;11,74;105;162,3;7,45;5,06;2;1;1;Messp. ca.5m oberh.der BrŸcke!;5,39;30;5;4;NA
3401;24.09.2018;334;592;11,46;97,1;192,4;7,61;5,48;1,5;1;1;;7,75;6;5;4;NA
3403;24.09.2018;334;978;11,71;99;171,5;7,81;5,23;1;1;1;;5,76;NA;5;4;NA
3402;24.09.2018;334;350;11,04;98,8;259;7,86;3,43;0,3;1;1;;4,54;NA;5;4;NA
3405;25.09.2018;334;578;10,98;97,7;223;7,66;7,14;5;1;1;;6,33;NA;4;4;NA
3404;25.09.2018;334;576;10,78;95,8;219,5;7,76;7,48;1,5;1;1;;6,7;30;4;4;NA
3418;15.10.2018;334;459;10,2;99,1;167,3;7,28;4,46;2;1;1;;15,01;NA;1;2;NA
3421;15.10.2018;334;592;11,53;99,4;196,3;7,36;5,46;1;1;1;;14,81;4;1;2;NA
3419;15.10.2018;334;503;10,97;94,9;167,3;7,72;4,93;1;1;1;;14,05;15;1;2;NA
3423;15.10.2018;334;350;10,83;99,5;262;7,69;5,56;0,3;1;1;;16,85;NA;1;2;NA
3420;15.10.2018;334;0;11,32;98,5;183,9;7,21;5,56;0,3;1;1;;13,84;15;1;2;NA
3424;15.10.2018;334;978;10,83;94,7;200,5;;5,73;0,2;1;1;;13,92;NA;1;2;NA
3425;16.10.2018;334;578;11,12;99,8;212;7,99;7,15;8;1;1;;7,7;NA;2;1;NA
3422;16.10.2018;334;576;10,96;98,4;217,1;7,93;7,19;1;1;1;;7,5;20;2;1;NA
3445;05.11.2018;328;578;10,77;99,4;221;7,64;7,14;7;1;1;;12,83;NA;3;2;NA
3439;05.11.2018;328;503;11,22;97,2;165,9;7,44;4,97;3;1;1;;10,25;5;3;2;NA
3438;05.11.2018;328;459;11,28;99,1;169,6;7,97;4,46;0,5;1;1;;12,62;NA;3;2;NA
3442;05.11.2018;328;459;10,62;97;219,4;7,61;NA;0,5;1;1;;11,41;12;3;2;NA
3441;05.11.2018;328;592;11,52;99,5;192,1;7,34;5,41;0,3;1;1;;9,84;2;3;2;NA
3440;05.11.2018;328;0;11,42;98,5;181,5;7,23;5,5;0,2;1;1;;6,85;5;3;2;NA
3443;05.11.2018;328;350;10,85;99,2;262;7,9;5,46;0,1;1;1;;15,38;NA;3;2;NA
3444;05.11.2018;328;978;10,9;95,3;187,2;7,15;5,62;0,1;1;1;;11,97;NA;3;2;NA
3478;16.11.2018;111;459;11,01;96,3;168,2;8,29;4,45;8;1;1;Thermobutton ok, von oben kein Wasser;0,45;NA;1;1;NA
3479;16.11.2018;111;350;10,52;94,6;258;7,87;5,24;0,3;1;1;Thermobutton ok;0,5;NA;1;1;NA
3465;26.11.2018;334;578;10,46;95,7;221;7,64;7,14;6;1;1;;0,13;NA;4;6;NA
3458;26.11.2018;334;459;10,71;96,2;166,3;7,48;4,51;1,5;1;1;;0,03;NA;4;6;NA
3462;26.11.2018;334;576;10,43;94,3;219;7,87;7,01;1,5;1;1;;0,55;20;4;6;NA
3461;26.11.2018;334;592;11,18;96;201,6;7,55;5,34;0,5;1;1;;0,72;2;4;6;NA
3459;26.11.2018;334;503;10,61;92,2;170,4;7,45;4,98;0,5;1;1;;0,45;5;4;6;NA
3463;26.11.2018;334;350;10,59;95,9;261;7,48;5,16;0,2;1;1;;-0,32;NA;4;6;NA
3460;26.11.2018;334;0;10,67;93,7;203,8;7,43;5,55;0,1;1;1;;1,18;4;4;6;NA
3464;27.11.2018;334;978;;137,5;109,4;8,75;;0;1;1;Messpunkt ca.5m unterhalb im Gumpen !;0,43;NA;6;6;NA
3505;16.12.2018;334;578;10,61;95,7;219,8;7,11;7,12;7;1;1;;-2,64;NA;10;3;NA
3502;16.12.2018;334;576;10,45;93,7;219,2;7,25;7;1;1;1;;-1,52;10;10;3;NA
3501;16.12.2018;334;592;11,24;95,5;199,4;7,65;5,26;0,2;1;1;;-2,54;1,5;10;3;NA
3504;16.12.2018;334;978;10,59;91,4;207,1;;5,88;0,2;1;1;;-1,3;NA;10;3;NA
3503;16.12.2018;334;350;10,68;95,7;260;7,6;5,04;0,05;1;1;;-2,12;NA;10;3;NA
3498;17.12.2018;334;459;11;95,8;174;7,38;4,6;1,5;1;1;Isotopen wurden bis auf weiteres am 17.12.18 zum letzten mal eingeholt!;0,02;NA;3;2;NA
3499;17.12.2018;334;503;10,48;89,8;178,8;7,32;5,11;0,2;1;1;;-1,36;5;3;2;NA
3500;17.12.2018;334;0;10,81;93,2;216,9;6,96;5,65;0,1;1;1;;-4,74;5;3;2;NA
3519;07.01.2019;328;503;10,73;91,7;181;6,92;5,22;1,5;1;1;;0,02;5;7;7;NA
3521;07.01.2019;328;592;11,65;97,5;214,1;6,92;5,29;0,4;1;1;;0,05;2;7;7;NA
3523;07.01.2019;328;350;11,1;98,4;265;7,61;4,91;0,1;1;1;;-1,72;NA;7;7;NA
3520;07.01.2019;328;0;11,23;95,2;229;6,88;5,84;0,1;1;1;;0,58;4;7;7;NA
3525;08.01.2019;328;578;10,96;97,9;235;7,69;7,14;4;1;1;;0,38;NA;7;7;NA
3522;08.01.2019;328;576;10,65;95,6;228;7,62;6,94;1;1;1;;0,16;10;7;7;NA
3538;28.01.2019;334;459;10,58;94,6;187,7;7,55;4,69;1,5;1;1;Messpunkt ca. 15m unterhalb!;-1,85;NA;3;3;NA
3539;28.01.2019;334;503;10,06;88,5;197,7;7,5;5,27;0,3;1;1;;-0,63;5;3;3;NA
3540;28.01.2019;334;0;10,34;92,1;240;7,06;5,84;0,1;1;1;;0,19;4;3;3;NA
3544;28.01.2019;334;978;10,02;89;224;7,29;5,92;0,1;1;1;;1,17;NA;3;3;NA
3545;29.01.2019;334;578;10,47;94,8;234;7,54;7,14;5;1;1;;-1,54;NA;3;3;NA
3542;29.01.2019;334;576;10,14;92,6;230;7,31;6,97;1;1;1;;0,71;6;3;3;NA
3541;29.01.2019;334;592;11,11;94,9;219;8,12;5,27;0,5;1;1;;0,78;2;3;3;NA
3543;29.01.2019;334;350;10,8;96,1;271;8,28;4,56;0,1;1;1;;-4,69;NA;3;3;NA
3559;18.02.2019;328;503;10,44;89,9;200,6;7,2;5,34;2;1;1;;1,09;8;1;1;NA
3558;18.02.2019;328;459;10,97;96,6;186,2;7,56;4,71;1,5;1;1;10m unterhalb;8,85;NA;1;1;NA
3564;18.02.2019;328;978;10,18;89,1;225;7,02;6,08;0,5;1;1;;-0,6;NA;1;1;NA
3561;18.02.2019;328;592;10,98;94,1;221;7,31;5,3;0,2;1;1;;2,6;1,5;1;1;NA
3560;18.02.2019;328;0;10,85;93,1;238;7,17;5,77;0,1;1;1;;-0,39;3;1;1;NA
3565;19.02.2019;328;578;10,63;94,5;234;7,73;7,14;3;1;1;;-0,22;NA;1;1;NA
3562;19.02.2019;328;576;10,38;93;231;7,27;6,96;0,5;1;1;;0,07;5;1;1;NA
3563;19.02.2019;328;350;10,79;95,4;268;7,65;4,91;0,03;1;1;;3,22;NA;1;1;NA
3583;11.03.2019;334;578;10,35;94,6;234;7,41;7,15;5;1;1;;5,53;NA;4;3;NA
3578;11.03.2019;334;459;10,71;94,4;200,4;7,47;4,93;3;1;1;Messpunkt ca.10m unterhalb !;-2,62;NA;4;3;NA
3581;11.03.2019;334;592;11,18;94,6;215,4;7,54;5,3;1;1;1;;0,69;4;4;3;NA
3582;11.03.2019;334;576;10,32;92,7;230;7,6;6,88;1;1;1;;4,33;25;4;3;NA
3579;11.03.2019;334;503;10,88;94,2;187,7;7,5;5,58;0,5;1;1;;-0,41;10;4;3;NA
3580;11.03.2019;334;0;10,76;92,8;214,9;7,36;6,19;0,3;1;1;;1,02;10;4;3;NA
3585;12.03.2019;334;978;10,88;95,6;194,9;7,28;5,94;0,5;1;1;;2,35;NA;3;2;NA
3584;12.03.2019;334;350;10,62;94,8;268;7,29;4,82;0,2;1;1;;-0,65;NA;3;2;NA
3605;08.04.2019;328;578;10,52;95,4;235;7,99;7,19;5;1;1;;7,42;NA;2;4;NA
3600;08.04.2019;328;0;10,7;93,4;190,8;7,72;5,99;2;1;1;;6,84;15;2;4;NA
3602;08.04.2019;328;576;10,26;92,7;232;7,86;6,97;2;1;1;;7,45;20;2;4;NA
3604;08.04.2019;328;978;10,96;95,7;180,6;8,01;5,62;1;1;1;;5,87;NA;2;4;NA
3599;08.04.2019;328;503;11,02;96,8;176,3;7,72;5,27;0,5;1;1;oberhalb des weg;5,87;20;2;4;NA
3603;08.04.2019;328;350;10,49;95,4;271;7,71;5,29;0,25;1;1;;4,09;NA;2;4;NA
3598;10.04.2019;328;459;10,46;94,4;186,1;8,05;4,84;1;1;1;;7,8;NA;3;4;NA
3601;10.04.2019;328;592;11;96,2;209,7;8,16;5,52;0,5;1;1;;7,7;5;2;4;NA
3638;29.04.2019;328;459;10,69;94,5;183,1;8,01;4,8;1;1;1;;1,89;NA;4;4;NA
3641;29.04.2019;328;978;11,14;96;162,3;8,08;5,42;0,5;1;1;;5,71;NA;4;4;NA
3640;29.04.2019;328;0;10,82;94,1;175,6;7,96;5,75;0,1;1;1;messung 10m oberhalb;5,38;10;4;4;NA
3639;29.04.2019;328;503;10,54;93,8;159,9;7,84;5,07;0,1;1;1;oberhalb weg;3,25;10;4;4;NA
3644;30.04.2019;328;576;10,5;93,9;234;8,14;7,11;1;1;1;;5,13;10;4;4;NA
3645;30.04.2019;328;350;10,65;96,1;270;8,09;5,25;0,1;1;1;;1,17;NA;4;4;NA
3643;30.04.2019;328;592;10,82;94,7;208,5;8,2;5,59;0;1;1;;4,6;NA;4;4;NA
3624;02.05.2019;111;592;11,3;99,6;203,8;8,19;5,49;2;1;1;Thermobuttonwechsel;7,12;15;2;1;NA
3665;17.05.2019;111;978;11,52;101,9;173,7;8,21;3,51;1000;1;2;;9,81;NA;4;2;NA
3663;17.05.2019;111;459;11,29;100,3;175,1;8,18;5,3;2;1;2;Thermobuttonwechsel. Quellaustritt 6m unter BrŸcke;8,5;50;4;2;NA
3664;17.05.2019;111;0;11,52;98,9;193,9;8,07;5,84;0,2;1;2;Quellaustritt 20 m unter BrŸcke;13,71;80;4;2;NA
3669;20.05.2019;111;459;11,5;104,1;164,7;8,21;4,26;10;1;2;Thermobuttonwechsel GROSSER FELS AUF KETTE VON THERMOBUTTON;7,28;NA;2;5;NA
3668;20.05.2019;111;350;10,87;100,6;272;7,83;4,76;5;1;1;Thermobuttonwechsel;7,18;NA;2;5;NA
3660;20.05.2019;334;0;11,63;101,7;171,4;8,18;5,68;3;1;1;Messpunkt 10m oberhalb der BrŸcke !;9,89;20;2;5;NA
3658;20.05.2019;334;459;11,57;106,1;165;8,18;4,76;2;1;1;;8,53;NA;2;5;NA
3659;20.05.2019;334;503;11,85;104,4;161,4;8,17;5,04;1;1;1;Messpunkt 3m oberhalb der BrŸcke !;9,25;25;2;5;NA
3662;20.05.2019;334;978;11,78;103,3;165,2;8,16;5,26;1;1;1;;7,26;NA;2;5;NA
3661;20.05.2019;334;350;11,02;101,8;273;8,04;5,37;1;1;1;;7,71;NA;2;5;NA
3672;21.05.2019;334;578;11,25;102,6;238;8,12;7,21;12;1;1;;9,6;NA;5;4;NA
3671;21.05.2019;334;576;11,25;102,9;237;8,09;7,18;2;1;1;;9,82;30;5;4;NA
3670;21.05.2019;334;592;11,48;101,5;196,5;8,17;5,59;1;1;1;;9,93;6;5;4;NA
3684;27.05.2019;111;978;11,6;102;149;8,2;5,3;1500;1;2;Quelltemperatur von LF-Sonde;NA;NA;2;3;NA
3685;27.05.2019;111;578;11,03;101,1;238;8,17;7,3;50;1;2;Quelltemperatur von LF-Sonde;NA;NA;2;3;NA
3683;27.05.2019;111;576;11,03;102,6;236;8,18;7,5;15;1;2;Quelltemperatur von LF-Sonde;NA;150;2;3;NA
3682;27.05.2019;111;592;11,41;100;197,5;8,26;5,8;8;1;2;Quelltemperatur von LF-Sonde, Thermobutton kontrolliert ;NA;30;2;3;NA
3681;27.05.2019;111;0;11,62;101,1;159,9;8,18;5,5;5;1;2;Austritt Ÿber BrŸcke, Quelltemperatur von LF-Sonde;NA;100;2;3;NA
3680;27.05.2019;111;503;12,15;106,8;146,1;8,22;5;1;1;1;Austritt Ÿber BrŸcke, Quelltemperatur von LF-Sonde, Thermobutton kontrolliert ;NA;100;2;3;NA
3678;03.06.2019;111;459;11,9;105,3;157,4;8,25;4,7;15;1;2;Quelltemperatur von LF-Sonde, Thermobutton kontrolliert;NA;NA;1;1;NA
3679;03.06.2019;111;350;10,78;99,7;271;7,8;5,4;5;1;2;Quelltemperatur von LF-Sonde, Thermobutton kontrolliert;NA;NA;1;1;NA
3707;12.06.2019;334;978;12,96;111,7;132,2;8,19;5,3;1000;1;1;;99;NA;2;2;NA
3708;12.06.2019;334;578;12,12;112,3;242;8,1;7,6;10;1;1;;99;NA;2;2;NA
3701;12.06.2019;334;459;12,71;113,9;145,7;8,21;4,6;4;1;1;Messwerte sind v.d.Leif?higkeitssonde weil Themperaturmessger?t beim eichen ist!;99;NA;2;2;NA
3705;12.06.2019;334;576;12,09;113,7;237;8,1;8,5;2;1;1;;99;60;2;2;NA
3702;12.06.2019;334;503;12,96;113,6;122,5;8,2;5,2;2;1;1;Messp.ca.5m oberhalb der BrŸcke !;99;25;2;2;NA
3704;12.06.2019;334;592;12,44;110,1;179,5;8,19;6;1,5;1;1;;99;6;2;2;NA
3703;12.06.2019;334;0;12,85;111,8;140,6;8,2;5,7;1;1;1;Messp. ca.20m oberhalb des Steges !;99;25;2;2;NA
3706;12.06.2019;334;350;11,92;110,7;275;7,98;6,1;0,5;1;1;;99;NA;2;2;NA
3748;25.06.2019;111;459;11,77;104,7;145,7;8,28;3,14;10;1;1;QUELLTEMPERATUR?Thermometer ist kalibriert! NPV-GER€T, Sch?tzung mit EIMER, Thermobutton-Kontrolle;25,5;NA;1;1;NA
3720;25.06.2019;111;350;10,95;100,2;272;7,83;5,31;2,5;1;2;NPV-Ger?t, Sch?tzung mit Eimer, Thermobutton Kontrolle;20,4;NA;1;1;NA
3753;27.06.2019;111;978;12,04;103;136,4;8,24;4,46;500;1;2;;13,6;NA;1;1;NA
3758;27.06.2019;111;578;11,33;102,7;239;8,16;6,88;50;1;2;;17,18;NA;1;1;NA
3755;27.06.2019;111;0;11,92;102,8;139,2;8,21;4,55;15;1;1;Austritt Ÿber der BrŸcke;15,13;100;1;1;NA
3757;27.06.2019;111;576;11,19;102,7;237;8,15;7,35;10;1;2;;16,65;300;1;1;NA
3756;27.06.2019;111;592;11,71;101,3;169,6;8,2;5,1;8;1;2;Thermobutton-Kontrolle;17,72;25;1;1;NA
3744;01.07.2019;334;978;12,84;109,8;139,7;8,21;4,83;20;1;1;;14,13;NA;1;2;NA
3745;01.07.2019;334;578;12,03;110,1;239;8,16;7,29;10;1;1;;32,57;NA;1;2;NA
3742;01.07.2019;334;576;11,82;110,3;240;8,14;7,78;3;1;1;;30,87;50;1;2;NA
3738;01.07.2019;334;459;12,48;110,1;144,2;8,25;4,19;3;1;1;;24,07;NA;1;2;NA
