ID;Datum;BEOCODE;QUELLNR;O2 Milligram;O2 Prozent;Leitfaehigkeit;pH;TEMP_WASSER;Schuettung;SCHUETTUNG_METHODE;FOTO;BEMERKUNG;TEMP_LUFT;SCHUETTUNG_GESAMT;WETTER_VORTAG;WETTER_MESSTAG;Month
2511;04.04.2017;334;350;10,8;97,4;260;8,24;4,96;0,4;1;1;;5,53;NA;5;4;NA
2527;12.04.2017;111;503;10,98;96,6;160,1;8,11;4,88;0,8;1;2;;9,57;NA;4;2;NA
2529;18.04.2017;111;978;11,64;101;163,7;8,14;5,45;NA;1;2;viele K?cherfliegenlarven;2,89;250;4;6;NA
2528;18.04.2017;111;0;11,31;97,8;179,8;7,99;5,7;3;1;2;viele K?cherfliegenlarven;1,8;40;2;6;NA
2548;21.04.2017;111;578;11,23;100,6;225;8,18;7,06;20;1;2;;4,3;NA;7;2;NA
2547;21.04.2017;111;576;11,11;99,1;222;8,05;6,92;20;1;2;;5,9;100;7;2;NA
2546;21.04.2017;111;592;11,667;99,8;201,8;8,21;5,4;2;1;2;Schnee taut;3,08;15;7;2;NA
2556;24.04.2017;334;578;11,1;100,2;225;8,13;6,82;10;1;1;;14,7;NA;4;1;NA
2549;24.04.2017;334;459;11,09;98,5;181;8,15;4,42;3;1;1;;6,21;NA;4;1;NA
2553;24.04.2017;334;576;10,92;98,4;221;8,15;6,71;1,5;1;1;;11,65;25;4;1;NA
2550;24.04.2017;334;503;10,8;94,7;176,7;7,95;4,94;1;1;1;;5,02;12;4;1;NA
2555;24.04.2017;334;978;11,5;99,6;173,8;8,12;5,42;0,5;1;1;;4,15;NA;4;1;NA
2552;24.04.2017;334;592;11,52;99;205,8;8,23;5,14;0,5;1;1;;9,93;3;4;1;NA
2551;24.04.2017;334;0;11,16;96,6;198,2;7,96;5,5;0,3;1;1;;4,66;15;4;1;NA
2554;24.04.2017;334;350;10,99;99,2;262;8,09;4,9;0,2;1;1;;3,76;NA;4;1;NA
2570;09.05.2017;111;978;11,54;99,7;148,5;8,06;5,15;2000;1;1;fast nicht zu sch?tzen - gewaltig;4,25;NA;4;5;NA
2569;09.05.2017;111;592;11,19;96,8;192,1;8,1;5,32;25;1;2;;5,04;NA;4;5;NA
2566;09.05.2017;111;459;10,88;96,8;172,7;8,1;4,61;8;1;2;Malaisefalle;4,39;NA;5;5;NA
2568;09.05.2017;111;0;11,2;96,4;171,1;7,99;5,52;6;1;2;30m unterh. der BrŸcke;5,68;120;4;5;NA
2567;09.05.2017;111;503;11,5;100,1;157,3;8,12;4,85;1;1;2;Austritt oberhalb des Weges;3,73;120;4;5;NA
2593;15.05.2017;334;578;10,93;98,3;227;8,19;6,91;8;1;1;;17,57;NA;4;4;NA
2586;15.05.2017;334;459;11,95;103,1;153,7;8,25;4,19;3;1;1;;11,31;NA;4;4;NA
2587;15.05.2017;334;503;11,9;101,8;144,8;8,16;4,6;3;1;1;Messpunkt ca.5m oberhalb der BrŸcke.;10,57;20;4;4;NA
2588;15.05.2017;334;0;11,55;98,7;155,4;8,05;5,3;2;1;1;Messpunkt ca.15m oberhalb der BrŸcke.;11,35;15;4;4;NA
2590;15.05.2017;334;576;10,92;97,7;223;8,19;6,89;2;1;1;;14,62;25;4;4;NA
2589;15.05.2017;334;592;11,57;98,6;180,5;8,24;5,27;1,5;1;1;;14,7;6;4;4;NA
2592;15.05.2017;334;978;12,03;101,3;142,2;8,04;4,78;1;1;1;;7,85;NA;4;4;NA
2591;15.05.2017;334;350;11,04;99,2;262;8,1;5,15;0,5;1;1;;10,97;NA;4;4;NA
2612;22.05.2017;111;978;11,45;98,9;139,3;8,13;4,82;NA;1;2;;12,8;400;2;2;NA
2606;22.05.2017;111;459;11,09;97,9;154,8;8,32;4,28;10;1;2;;16,28;NA;2;2;NA
2607;22.05.2017;111;503;11,36;100;137,2;8,13;4,6;4;1;2;Austritt oberhalb des Weges, Messg 1m oberhalb d. Wegs;16,5;100;2;2;NA
2613;23.05.2017;111;578;10,74;97,7;227;8,22;7,06;40;1;2;;17,9;NA;2;2;NA
2610;23.05.2017;111;576;10,17;95,5;225;8,18;7,1;20;1;2;viel Ÿber die Mauer von oberer Quelle;18,4;150;2;2;NA
2609;23.05.2017;111;592;11,13;97;169,6;8,3;5,49;4;1;2;;15,69;18;2;2;NA
2608;23.05.2017;111;0;11,31;97,4;153,9;8,26;5,22;2;1;2;viele K?cherfliegen, Austritt ca 20 m unterhalb der BrŸcke;16,8;80;2;2;NA
2611;23.05.2017;111;350;10,55;97;262;7,75;5,17;2;1;2;;13,95;NA;2;2;NA
2632;06.06.2017;328;978;11,76;101,6;140,2;8,24;4,64;1000;1;1;;10,58;NA;3;3;NA
2633;06.06.2017;328;578;10,94;100,2;227;8,18;6,98;12;1;1;;14,97;NA;3;3;NA
2630;06.06.2017;328;576;10,77;99,4;222;8,19;7,18;4;1;1;;14,12;12;3;3;NA
2629;06.06.2017;328;592;11,42;99,3;160,4;8,23;5,22;4;1;1;;14,62;12;3;3;NA
2626;06.06.2017;328;459;11,45;100,9;145,4;8,08;4,17;2;1;1;;14,8;NA;3;3;NA
2627;06.06.2017;328;503;12,13;106;131,1;8,25;4,44;1;1;1;;15,11;50;3;3;NA
2631;06.06.2017;328;350;10,86;100;263;8,05;5,33;0,5;1;1;;13,85;NA;3;3;NA
2628;06.06.2017;328;0;11,53;99,7;147,2;8,08;4,84;0,5;1;1;;14,9;30;3;3;NA
2641;27.06.2017;334;578;10,75;98,5;228;7,97;5,86;8;1;1;;18,97;NA;1;4;NA
2634;27.06.2017;334;459;11,37;99,8;149,8;8,07;3,14;4;1;1;;15,36;NA;1;4;NA
2638;27.06.2017;334;576;10,7;97,9;225;8,01;6,31;3;1;1;;17,98;50;1;4;NA
2637;27.06.2017;334;592;11,45;99,2;165,9;7,92;4,78;2;1;1;;19,09;6;1;4;NA
2636;27.06.2017;334;0;11,56;99,1;150;7,79;4,3;2;1;1;;17,83;15;1;4;NA
2640;27.06.2017;334;978;11,88;103,1;159,7;7,86;3,79;1,5;1;1;;14,14;NA;1;4;NA
2635;27.06.2017;334;503;11,77;101,6;134,4;7,95;3,59;1;1;1;Quellaustritt ca. 10m oberhalb.;16,13;20;1;4;NA
2639;27.06.2017;334;350;10,8;99,4;264;7,99;4,3;0,5;1;1;;15,11;NA;1;4;NA
2658;04.07.2017;111;978;11,48;99,1;164;8,13;5,17;300;1;2;Daten in Ger?t sind am 4.7. und 6.7. auf Sommerzeit!;12,58;NA;3;1;NA
2655;04.07.2017;111;592;11,02;96,7;169,9;8,12;5,34;4;1;2;Daten in Ger?t sind am 4.7. und 6.7. auf Sommerzeit!;19,4;15;3;1;NA
2657;04.07.2017;111;350;10,54;96,1;258;7,77;5,2;0,5;1;2;liegende Fichte entfernt. Daten in Ger?t sind am 4.7. und 6.7. auf Sommerzeit!;15,5;NA;3;1;NA
2654;04.07.2017;111;459;11,5;100,2;148,7;8,11;4,6;0,4;1;2;10 m oberhalb des Wegs! Daten in Ger?t sind am 4.7. und 6.7. auf Sommerzeit!;17,47;100;3;1;NA
2659;06.07.2017;111;578;10,85;99;225;8,02;6,97;45;1;2;Daten in Ger?t sind am 4.7. und 6.7. auf Sommerzeit!;22,74;NA;1;1;NA
2656;06.07.2017;111;576;10,36;95,8;223;8;7,16;25;1;2;Daten in Ger?t sind am 4.7. und 6.7. auf Sommerzeit!;25,03;100;1;1;NA
2674;10.07.2017;111;459;11,05;99,1;163,3;8,2;4,24;6;1;2;Ger?t wieder auf Winterzeit gestellt. GrŸne Algenschleier sind weg.;20;NA;3;3;NA
2675;10.07.2017;111;459;11,33;98,4;155,1;7,97;5,1;5;1;2;von unten gesehen l?uft der linke Strang ab der BrŸcke, Beprobung aber am gro§en mittleren Strang;16,95;40;3;3;NA
2701;19.07.2017;334;578;11,24;102,7;228;7,96;6,98;11;1;1;;27,62;NA;5;2;NA
2694;19.07.2017;334;459;11,78;103,6;169,9;7,88;4,21;4;1;1;;16,06;NA;5;2;NA
2698;19.07.2017;334;576;10,86;100,2;224;7,98;7,4;2;1;1;;24,96;40;5;2;NA
2697;19.07.2017;334;592;11,86;103,2;185,1;8,03;5,13;1,5;1;1;;20,75;5;5;2;NA
2700;19.07.2017;334;978;11,96;103,4;182,3;7,71;4,95;1;1;1;;13,92;NA;5;2;NA
2699;19.07.2017;334;350;11,26;103,8;264;8,05;5,46;0,5;1;1;;22,73;NA;5;2;NA
2696;19.07.2017;334;0;11,99;102,9;174,5;7,95;4,86;0,5;1;1;Messpunkt ca. 8m oberhalb Hgb.;15,56;20;5;2;NA
2695;19.07.2017;334;503;12,29;106,6;160,8;8,04;4,41;0,3;1;1;Messpunkt ca 12m oberhalb Hgb.;16,19;15;5;2;NA
2737;31.07.2017;111;578;10,69;97,2;225;7,99;6,75;50;1;1;Kamera kaputt;16,19;NA;5;2;NA
2735;31.07.2017;111;576;10,35;95,1;220;8;7;30;1;1;Kamera kaputt, viel Wasser kommt auch Ÿber die Mauer;14,3;150;5;2;NA
2734;31.07.2017;111;592;11,22;97,6;183,3;7,99;5,03;10;1;1;Kamera kaputt;18,5;30;5;2;NA
2736;31.07.2017;111;350;10,52;96,3;259;7,75;4,71;1;1;1;Kamera kaputt;17,48;NA;5;2;NA
2739;03.08.2017;111;503;11,07;96,9;160,6;8,05;4,36;20;1;1;Austritt 15 m unterhalb der BrŸcke, Kamera kaputt;17,25;50;2;2;NA
2738;03.08.2017;111;459;11,02;98,1;172,3;8,18;4,06;8;1;1;Kamera kaputt;19,72;NA;2;2;NA
2740;03.08.2017;111;0;11,23;97,6;170,8;7,82;5,42;0,5;1;1;Austritt wenig oberhalb des ehem. Thermobuttons, Kamera kaputt;19,8;50;2;2;NA
2741;04.08.2017;111;978;11,21;100,4;181,9;8,01;5,39;40;1;1;Kamera kaputt;16,75;NA;2;2;NA
2721;07.08.2017;328;978;12,07;104,9;170,8;8,04;5,06;100;1;1;;13,29;NA;5;1;NA
2722;07.08.2017;328;578;11,25;101,8;226;7,86;6,86;20;1;1;;13,31;NA;5;1;NA
2717;07.08.2017;328;0;12,41;106,4;170,3;7,92;4,92;10;1;1;oberhalb Steg;14,41;100;5;1;NA
2716;07.08.2017;328;503;12,25;106,1;159,1;8,07;4,18;8;1;1;oberhalb Weg;15,79;80;5;1;NA
2719;07.08.2017;328;576;10,97;99,8;222;7,88;7,19;4;1;1;;12,8;80;5;1;NA
2715;07.08.2017;328;459;11,27;101,5;176,1;8,09;3,86;3;1;1;;16,45;NA;5;1;NA
2718;07.08.2017;328;592;11,79;101,5;196,8;7,96;5,08;3;1;1;;13,18;9;5;1;NA
2720;07.08.2017;328;350;11,23;102;264;7,94;5,04;0,5;1;1;;10,9;NA;5;1;NA
2749;28.08.2017;334;578;10,82;98,5;226;7,99;6,41;12;1;1;;12,39;NA;2;11;NA
2742;28.08.2017;334;459;11,36;99,9;173,3;7,8;4;3;1;1;;15,19;NA;2;11;NA
2746;28.08.2017;334;576;10,85;97,9;210,8;7,98;5,99;3;1;1;;12,34;30;2;11;NA
2744;28.08.2017;334;0;11,47;98,7;185,9;7,68;5,49;2;1;1;;15,5;20;2;11;NA
2745;28.08.2017;334;592;11,51;99,4;191,3;7,97;4,76;1,5;1;1;;15,5;6;2;11;NA
2748;28.08.2017;334;978;11,62;100,3;183,3;7,85;5,45;1;1;1;;13,6;NA;2;11;NA
2743;28.08.2017;334;503;11,54;99,7;168,4;8,02;4,44;1;1;1;Quellaustritt ca. 5m oberhalb Hygrobutton.;15,14;20;2;11;NA
2747;28.08.2017;334;350;10,96;100;265;7,91;4,84;0,5;1;1;;15,48;NA;2;11;NA
2761;07.09.2017;111;978;11,47;98,9;174,1;7,98;4,92;2000;1;1;Vergleichsmessung mit Elmar Pr?ll;7,94;NA;5;3;NA
2759;07.09.2017;111;503;11,65;101,3;158,8;7,98;4,55;10;1;1;Vergleichsmessung mit Elmar Pr?ll;10,66;300;5;3;NA
2758;07.09.2017;111;459;11,03;101,03;167,7;8,17;4,1;10;1;1;Vergleichsmessung mit Elmar Pr?ll;8,04;NA;5;3;NA
2760;07.09.2017;111;0;11,11;95,9;174,8;8,01;5,18;5;1;1;Vergleichsmessung mit Elmar Pr?ll;10,39;250;5;3;NA
2757;11.09.2017;111;578;10,58;97,3;224;8,1;6,82;30;1;1;;12,91;NA;4;3;NA
2755;11.09.2017;111;576;10,31;95,1;219;8,15;6,78;15;1;1;;11,5;200;4;3;NA
2754;11.09.2017;111;592;11,08;97,1;185,5;8,18;5,21;10;1;1;;11,99;35;4;3;NA
2756;11.09.2017;111;350;10,51;96,7;261;7,82;4,94;4;1;1;;9,59;NA;4;3;NA
4380;15.09.2017;111;828;9,55;97;289;7,88;9,42;NA;1;1;;12,14;NA;NA;NA;NA
2780;20.09.2017;328;978;12,22;105;184,3;8,06;4,61;150;1;1;;5,33;NA;NA;NA;NA
2781;20.09.2017;328;578;11,31;101,5;226;7,91;6,5;15;1;1;;6,41;NA;NA;NA;NA
2774;20.09.2017;328;459;11,61;102,2;196,7;7,93;4,09;5;1;1;;5,58;NA;NA;NA;NA
2776;20.09.2017;328;0;12,04;103,4;199,5;7,9;5,06;4;1;1;oberhalb Weg;7,37;50;NA;NA;NA
2778;20.09.2017;328;576;11,2;100,5;221;7,9;6,25;4;1;1;;6,4;80;NA;NA;NA
2777;20.09.2017;328;592;12,03;103,3;197;7,99;4,92;3;1;1;;6,61;15;NA;NA;NA
2775;20.09.2017;328;503;12,2;105,2;176,1;8,2;4,76;0,5;1;1;oberhalb Weg;6,01;60;NA;NA;NA
2779;20.09.2017;328;350;11,39;102,9;265;7,99;4,83;0,5;1;1;;3,49;NA;NA;NA;NA
4381;29.09.2017;111;459;11,19;98,4;169,9;8,26;4,3;NA;1;1;;12,8;NA;NA;NA;NA
4379;29.09.2017;111;503;11,29;97,1;166,5;8,25;4,92;NA;1;1;;8,66;NA;NA;NA;NA
2834;29.09.2017;111;459;11,19;98,4;169,9;8,26;4,3;15;1;2;o2-Sonde 5.2 Grad, kalibrieren!;12,8;NA;1;1;NA
2833;29.09.2017;111;503;11,29;97,1;166,5;8,25;4,92;1;1;2;;8,66;90;1;1;NA
2794;02.10.2017;111;978;11,33;97,9;175,8;8,08;5,2;400;1;2;;10,9;NA;5;1;NA
2795;02.10.2017;111;0;11,34;96,9;172,7;8,5;5,19;0,5;1;2;;11,07;150;5;1;NA
2799;05.10.2017;111;578;10,67;96,9;222;8,17;6,9;40;1;2;;9,8;NA;2;2;NA
2796;05.10.2017;111;592;11,23;97,7;180,3;8;5,29;10;1;2;;11,23;NA;2;2;NA
2797;05.10.2017;111;576;10,41;94,8;217,8;8,18;6,88;10;1;2;;8,71;200;2;2;NA
2798;05.10.2017;111;350;10,6;96,8;260;7,85;5,01;6;1;2;;14;NA;2;2;NA
2825;09.10.2017;334;578;11,36;101,9;225;7,72;6,22;10;1;1;;7,34;NA;4;4;NA
2818;09.10.2017;334;459;11,66;102,6;185,3;7,38;3,66;4;1;1;;3,82;NA;4;4;NA
2822;09.10.2017;334;576;11,14;99,6;221;7,88;6,62;3;1;1;;8,53;40;4;4;NA
2819;09.10.2017;334;503;11,88;110,8;172,8;7,93;4,06;2;1;1;Messpunkt 3m oberhalb der BrŸcke.;6,12;20;4;4;NA
2824;09.10.2017;334;978;12,06;104,1;175,8;7,81;4,32;1;1;1;Messpunkt ca.10m unterhalb Quellaustritt.;5,35;NA;4;4;NA
2821;09.10.2017;334;592;12,05;102,9;189,8;7,91;4,54;1;1;1;;8,61;6;4;4;NA
2820;09.10.2017;334;0;11,86;101,8;184,3;7,57;4,65;1;1;1;Messpunkt ca.10m oberhalb Hygrobutton.;7,98;15;4;4;NA
2823;09.10.2017;334;350;11,47;103,1;266;8,04;4,95;0,5;1;1;;5,96;NA;4;4;NA
2859;17.10.2017;111;592;11,27;97,2;203;8,12;5,41;10;1;2;;10,27;30;1;1;NA
2857;17.10.2017;111;459;11,15;97,6;172,4;8,22;4,24;8;1;2;;12,65;NA;1;1;NA
2858;17.10.2017;111;503;11,07;96,4;169;8,08;4,77;8;1;2;20m unter der BrŸcke;10;70;1;1;NA
2861;17.10.2017;111;978;11,15;96,6;187,7;8,04;5,4;5;1;2;linken unteren Austrittbeprobt, Schwarzbachloch l?uft auch;9,84;NA;1;1;NA
2860;17.10.2017;111;350;10,61;96,2;271;7,78;5,16;2;1;2;;16,48;NA;1;1;NA
2856;19.10.2017;111;578;10,57;96,2;231;8,06;6,98;50;1;2;;11,1;NA;1;1;NA
2855;19.10.2017;111;576;10,46;94,9;227;8,11;6,96;40;1;2;;12,1;150;1;1;NA
2854;19.10.2017;111;0;11,03;95,5;184;8,03;5,32;1;1;2;Austritt bei ehem. Thermobutton;9;70;1;1;NA
2881;30.10.2017;334;578;10,4;93;230;7,8;7,02;15;1;1;;4,22;NA;5;3;NA
2878;30.10.2017;334;576;10,22;91,7;225;7,84;7,01;5;1;1;;5,42;70;5;3;NA
2874;30.10.2017;334;459;10,64;92,9;180,2;7,98;4,5;4;1;1;;2,28;NA;5;3;NA
2876;30.10.2017;334;0;11,22;95,3;177,6;7,81;5,49;3;1;1;Messpunkt ca. 20m oberhalb des Steges.;4,88;25;5;3;NA
2880;30.10.2017;334;978;11,19;94,9;164,3;7,62;5,1;2;1;1;;4,34;NA;5;3;NA
2877;30.10.2017;334;592;10,91;93,4;188,5;7,98;5,41;1,5;1;1;;4,63;5;5;3;NA
2875;30.10.2017;334;503;11,3;96,7;159,4;7,95;4,93;1;1;1;Messpunkt 3m oberhalb des Weges;2,63;25;5;3;NA
2879;30.10.2017;334;350;10,46;93,4;271;7,88;5,07;0,5;1;1;;0,6;NA;5;3;NA
2896;06.11.2017;111;978;11,06;95,2;175;8,17;4,71;600;1;2;;2,2;NA;2;6;NA
2897;06.11.2017;111;578;10,34;93,3;231;8,12;6,64;40;1;1;;1,64;NA;2;6;NA
2895;06.11.2017;111;576;10,24;91,7;227;8,12;6,47;10;1;2;;1,64;200;2;6;NA
2894;06.11.2017;111;503;10,77;93,5;173,8;7,91;4,24;1;1;2;;1;70;2;6;NA
2915;09.11.2017;111;592;11;94,4;205;8,18;4,64;6;1;2;;4;30;2;2;NA
2914;09.11.2017;111;0;10,69;92,2;200,2;8,04;4,94;4;1;2;Austritt am ehem. Thermobutton;3,54;80;2;2;NA
2916;20.11.2017;334;459;10,65;93,4;188;7,75;4,8;3;1;1;Kein Themperaturmessger?t vorhanden,Werte vom HQ 40d!;NA;NA;6;2;NA
2919;20.11.2017;334;592;10,98;93,2;211,7;7,99;5,5;0,5;1;1;Kein Themperaturmessger?t vorhanden,Werte vom HQ 40d!;NA;4;6;2;NA
2918;20.11.2017;334;0;10,68;91,7;204,5;7,66;5,8;0,5;1;1;Kein Themperaturmessger?t vorhanden,Werte vom HQ 40d!;NA;15;6;2;NA
2922;20.11.2017;334;978;10,58;91,5;192,4;7,76;5,8;0,5;1;1;Kein Themperaturmessger?t vorhanden,Werte vom HQ 40d !;NA;NA;6;2;NA
2917;20.11.2017;334;503;10,28;88,7;177,2;7,79;5,3;0,5;1;1;Kein Themperaturmessger?t vorhanden,Werte vom HQ 40d !;NA;10;6;2;NA
2921;20.11.2017;334;350;10,42;93,6;272;7,88;5,3;0,3;1;1;Kein Themperaturmessger?t vorhanden,Werte vom HQ 40d !;NA;NA;6;2;NA
2923;21.11.2017;334;578;10,3;92,7;228;7,98;7,08;8;1;1;;3,15;NA;2;4;NA
2920;21.11.2017;334;576;10,29;91,9;225;7,79;6,9;2;1;1;;3,21;40;2;4;NA
2959;28.11.2017;111;978;10,72;94,2;183,5;8,14;5,73;30;1;1;;0,96;NA;3;3;NA
2957;28.11.2017;111;503;9,82;86,5;180,6;8,03;5,13;15;1;1;;0,5;40;2;2;NA
2958;28.11.2017;111;0;10,54;91,2;206,5;7,95;5,71;2;1;1;;0,98;40;2;2;NA
2956;08.12.2017;111;578;10,24;93,1;230;8,02;6,97;40;1;2;;1,01;NA;1;3;NA
2955;08.12.2017;111;459;10,09;91,2;226;8,3;NA;10;1;2;;1,8;150;1;3;NA
2954;08.12.2017;111;592;10,8;93,5;216;8,31;5,31;5;1;2;;0,7;12;1;3;NA
2940;11.12.2017;334;578;10,23;94,4;230;7,88;5,32;7;1;1;;-0,22;NA;2;3;NA
2934;11.12.2017;334;459;10,27;93,6;182,1;7,93;3;2;1;1;;8,59;NA;2;3;NA
2938;11.12.2017;334;576;10,05;92,2;226;7,86;5,11;1,5;1;1;;0,34;15;2;3;NA
2935;11.12.2017;334;503;10,09;90;182,3;7,66;3,48;1,5;1;1;;3,75;6;2;3;NA
2937;11.12.2017;334;592;10,7;98,7;217,7;8,2;3,71;1;1;1;;-0,83;3;2;3;NA
2939;11.12.2017;334;350;10,17;93,8;271;8,07;3,5;0,5;1;1;;4,46;NA;2;3;NA
2936;11.12.2017;334;0;10,33;92,7;216,9;7,61;4,04;0,1;1;1;;0,36;8;2;3;NA
2941;12.12.2017;334;978;9,94;88,3;218,8;7,9;4,96;1;1;1;;0,23;NA;3;6;NA
2981;02.01.2018;328;578;10,21;92,4;230;7,58;6,5;7;1;1;;2,12;NA;3;2;NA
2975;02.01.2018;328;503;10,25;88,2;185,3;7,75;3,2;2;1;1;;-1,33;6;3;2;NA
2974;02.01.2018;328;459;10,48;92,2;191,3;8,02;3,25;0,5;1;1;;-1,6;NA;3;2;NA
2978;02.01.2018;328;576;10,02;89,6;227;7,92;6,19;0,5;1;1;;0,52;9;3;2;NA
2977;02.01.2018;328;592;10,76;92,2;214,4;8,02;4,83;0,2;1;1;;1,11;2;3;2;NA
2979;02.01.2018;328;350;10,28;92,2;271;8,02;4,47;0,1;1;1;;-1,85;NA;3;2;NA
2976;02.01.2018;328;0;10,25;89,9;201;8;4,55;0,1;1;1;;-0,08;5;3;2;NA
2980;03.01.2018;328;978;10,49;93,2;187,6;7,9;5,01;0,2;1;1;;0;NA;3;2;NA
2994;23.01.2018;334;503;9,99;86,3;183,1;7,51;4,23;1,5;1;1;;0,4;15;5;4;NA
2996;23.01.2018;334;592;10,74;90,5;222;8,01;4,15;0,5;1;1;;-0,43;3;5;4;NA
2995;23.01.2018;334;0;10,13;86,4;228;7,57;5,87;0,5;1;1;;5,67;15;5;4;NA
2998;23.01.2018;334;978;9,88;85,9;211;7,6;5,98;0,5;1;1;;0,35;NA;5;4;NA
2997;23.01.2018;334;350;10,28;90,9;271;7,81;3,9;0,3;1;1;;-1,74;NA;5;4;NA
3016;30.01.2018;334;578;10,26;91,2;230;8,02;6,3;8;1;1;;2,64;NA;1;3;NA
3014;30.01.2018;334;459;10,47;91,6;195,2;7,56;2,47;2;1;1;;3,41;NA;1;3;NA
3015;30.01.2018;334;576;9,97;87,6;227;8,15;5,59;0,5;1;1;;2,15;25;1;3;NA
3037;05.02.2018;111;0;10,62;90,6;226;7,92;5,99;NA;1;1;;-2,6;NA;2;1;NA
3036;05.02.2018;111;592;10,9;92,1;222;8,24;5,22;20;1;1;;-2,8;20;2;1;NA
3034;05.02.2018;111;503;9,8;86;191,4;7,96;5,38;10;1;1;;-4,69;10;2;1;NA
3035;05.02.2018;111;978;10,08;87,8;212,4;7,95;6,29;1;1;1;;-3,31;1;2;1;NA
3081;19.02.2018;328;578;10,28;93,3;230;7,57;4,74;5;1;1;;-7,95;NA;3;1;NA
3079;19.02.2018;328;350;10,53;98,7;270;8,15;2,06;0,2;1;1;;-7,15;NA;3;1;NA
3078;19.02.2018;328;576;10,26;91;229;8,11;4,22;0,2;1;1;;-9,1;12;3;1;NA
3080;19.02.2018;328;978;10,05;87,1;219,9;7,65;5,9;0,1;1;1;;-6,02;NA;3;1;NA
3077;19.02.2018;328;592;11,07;93,3;221;8,09;2,73;0,08;1;1;;-8,87;0,3;3;1;NA
3076;19.02.2018;328;0;10,64;90,9;236;7,91;5,4;0,01;1;1;;-5,9;1;3;1;NA
3055;12.03.2018;334;503;11,06;98,6;187,1;7,7;3,58;2;1;1;;5,09;10;2;4;NA
3054;12.03.2018;334;459;10,31;93,3;190,1;7,66;3,85;1;1;1;;7,09;NA;2;4;NA
3057;12.03.2018;334;978;10,47;93,6;190,5;7,79;4,49;0,5;1;1;;4,28;NA;2;4;NA
3056;12.03.2018;334;0;10,16;89,3;228;7,5;4,21;0,5;1;1;;3,2;10;2;4;NA
3061;13.03.2018;334;578;10,13;92,6;231;7,91;6,1;5;1;1;;3,13;NA;4;3;NA
3058;13.03.2018;334;592;10,76;93;218,5;8,08;4,27;0,5;1;1;;4,49;5;4;3;NA
3059;13.03.2018;334;576;9,92;89,8;230;7,9;5,97;0,5;1;1;;3,36;30;4;3;NA
3060;13.03.2018;334;350;10,17;92,5;268;7,98;4,45;0,3;1;1;;3,01;NA;4;3;NA
3075;19.03.2018;328;503;9,95;87,5;191,1;7,65;4,31;0,2;1;1;;-4,56;3;1;3;NA
3074;20.03.2018;328;459;10,58;93,4;188;7,99;3,85;0,3;1;1;;-3,32;NA;1;3;NA
3101;03.04.2018;328;578;9,97;90,6;222;7,59;6,83;6;1;1;;6,2;NA;1;2;NA
3098;03.04.2018;328;576;9,81;88,6;229;7,84;6,28;1;1;1;;5,45;10;1;2;NA
3097;03.04.2018;328;592;10,5;90,6;223;7,61;4,8;0,1;1;1;;6,62;0,5;1;2;NA
3099;03.04.2018;328;350;9,94;90,7;265;7,98;4,12;0,05;1;1;;8,9;NA;1;2;NA
3100;03.04.2018;328;978;10,06;89,2;197,8;7,56;5,04;0,05;1;1;;9,8;NA;1;2;NA
3094;04.04.2018;328;459;10,14;91,1;186,1;7,68;4,06;1;1;1;;11,7;NA;2;2;NA
3096;04.04.2018;328;0;10,15;89,4;216,1;7,53;4,82;0,3;1;1;;9,77;6;2;2;NA
3095;04.04.2018;328;503;10,98;96,2;181,4;7,76;3,99;0,1;1;1;;10,85;10;2;2;NA
3115;09.04.2018;111;576;9,71;90;229;7,98;6,97;50;1;2;;15,38;60;1;2;NA
3117;09.04.2018;111;578;9,89;91,7;233;8,03;7,06;45;2;2;viele Quellfliegen!;17,5;NA;1;2;NA
3114;09.04.2018;111;592;10,48;92,3;207,4;8,1;5,37;5;1;2;;14,11;15;1;2;NA
3116;09.04.2018;111;350;9,89;91,2;268;7,76;5,1;0,3;1;2;obehalb und unterhalb der kleinen Messstelle nix;13,98;NA;1;2;NA
3137;12.04.2018;111;978;10,58;94,5;163,1;7,93;NA;2000;1;2;Temperatur Wasser 5.6 (von LF);NA;NA;2;2;NA
3134;12.04.2018;111;459;10,16;92,5;176,4;7,92;NA;10;1;2;Temperatur Wasser 4.9 (von LF);NA;NA;2;2;NA
3136;12.04.2018;111;0;10,4;92,3;184,9;7,95;NA;5;1;2;Temperatur Wasser 6.0 (von LF);NA;80;2;2;NA
3135;12.04.2018;111;503;10,78;96,3;164,7;7,9;NA;3;1;2;Temperatur Wasser 5.3 (von LF);NA;NA;2;2;NA
3145;23.04.2018;334;578;9,91;90,9;234;7,86;7,6;6;1;1;;NA;NA;2;2;NA
3138;23.04.2018;334;459;10,62;94,9;158,7;7,77;4,9;3;1;1;Temperatur bei allen Quellen mit Leitf?higkeitssonde gemessen!;NA;NA;2;2;NA
3139;23.04.2018;334;503;11,33;98,4;144,5;7,45;5,5;2;1;1;Quellaustritt ca. 5m oberhalb der BrŸcke!;NA;25;2;2;NA
3140;23.04.2018;334;0;10,58;92,7;156,7;7,82;5,8;2;1;1;Quellaustritt ca.15m oberhalb der BrŸcke!;NA;20;2;2;NA
3141;23.04.2018;334;592;10,57;91,7;191,8;8,02;5,8;2;1;1;;NA;7;2;2;NA
3144;23.04.2018;334;978;10,91;93,8;143;7,96;5,6;1,5;1;1;;NA;NA;2;2;NA
